Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Loss Category,Loss per User ($),Period,Severity Score
China,2023,DDoS,Healthcare,97.15,734819,Unknown,Unpatched Software,AI-based Detection,50,High,132.21,2020 & After,0.877
Australia,2024,DDoS,Healthcare,77.04,8517,Hacker Group,Weak Passwords,Encryption,4,Medium,9045.44,2020 & After,0.466
UK,2018,Man-in-the-Middle,Government,91.52,865257,Nation-state,Social Engineering,VPN,19,High,105.77,Before 2020,0.895
Germany,2023,SQL Injection,Education,37.4,662428,Insider,Weak Passwords,AI-based Detection,4,Low,56.46,2020 & After,0.489
China,2020,Malware,Healthcare,11.89,646567,Insider,Unpatched Software,VPN,15,Low,18.39,2020 & After,0.33
USA,2019,DDoS,Telecommunications,43.29,266748,Unknown,Unpatched Software,Antivirus,30,Medium,162.29,Before 2020,0.367
USA,2022,Ransomware,Retail,92.88,771367,Hacker Group,Social Engineering,Firewall,5,High,120.41,2020 & After,0.866
USA,2020,DDoS,Banking,99.81,948174,Unknown,Social Engineering,AI-based Detection,4,High,105.27,2020 & After,0.978
Brazil,2017,DDoS,Healthcare,62.74,460264,Unknown,Social Engineering,Firewall,9,Medium,136.31,Before 2020,0.561
USA,2017,DDoS,Government,96.89,794147,Unknown,Unpatched Software,Antivirus,4,High,122.01,Before 2020,0.899
France,2015,SQL Injection,IT,43.86,72222,Unknown,Weak Passwords,Firewall,64,Medium,607.29,Before 2020,0.292
France,2020,DDoS,Telecommunications,66.27,995231,Nation-state,Weak Passwords,Firewall,53,Medium,66.59,2020 & After,0.796
Japan,2021,Malware,Retail,90.8,841766,Nation-state,Social Engineering,AI-based Detection,16,High,107.87,2020 & After,0.882
Russia,2015,Man-in-the-Middle,IT,95.04,566542,Unknown,Weak Passwords,Firewall,58,High,167.75,Before 2020,0.797
UK,2022,Malware,Healthcare,12.67,781284,Hacker Group,Weak Passwords,Firewall,11,Low,16.22,2020 & After,0.389
UK,2021,Phishing,IT,89.59,361270,Nation-state,Weak Passwords,VPN,31,High,247.99,2020 & After,0.682
India,2022,Malware,Telecommunications,97.03,404834,Hacker Group,Zero-day,VPN,62,High,239.68,2020 & After,0.744
China,2023,DDoS,Government,53.46,374484,Unknown,Unpatched Software,Antivirus,46,Medium,142.76,2020 & After,0.471
Australia,2020,SQL Injection,IT,21.02,681476,Unknown,Weak Passwords,VPN,6,Low,30.84,2020 & After,0.399
India,2019,SQL Injection,Retail,15.39,514826,Hacker Group,Unpatched Software,Firewall,72,Low,29.89,Before 2020,0.298
Japan,2022,Malware,Education,97.32,742866,Nation-state,Social Engineering,Encryption,61,High,131.01,2020 & After,0.881
UK,2016,Ransomware,Healthcare,61.66,639896,Hacker Group,Social Engineering,VPN,63,Medium,96.36,Before 2020,0.626
Australia,2022,SQL Injection,IT,15.29,42346,Hacker Group,Unpatched Software,VPN,33,Low,361.07,2020 & After,0.109
Japan,2019,Malware,Telecommunications,5.88,235399,Unknown,Social Engineering,Antivirus,21,Low,24.98,Before 2020,0.129
USA,2015,Man-in-the-Middle,Retail,24.93,448426,Nation-state,Weak Passwords,VPN,36,Low,55.59,Before 2020,0.329
France,2020,Ransomware,Retail,97.37,467137,Nation-state,Social Engineering,Encryption,14,High,208.44,2020 & After,0.771
Japan,2017,SQL Injection,Education,11.49,364107,Hacker Group,Social Engineering,AI-based Detection,28,Low,31.56,Before 2020,0.215
India,2022,Man-in-the-Middle,Government,4.05,357898,Hacker Group,Social Engineering,Firewall,27,Low,11.32,2020 & After,0.168
China,2016,DDoS,Banking,76.9,605118,Insider,Social Engineering,Firewall,30,Medium,127.08,Before 2020,0.704
Russia,2022,Man-in-the-Middle,Education,96.44,106169,Nation-state,Unpatched Software,Encryption,28,High,908.36,2020 & After,0.621
France,2016,Ransomware,Healthcare,34.29,157547,Insider,Unpatched Software,AI-based Detection,29,Low,217.65,Before 2020,0.269
Brazil,2022,SQL Injection,Healthcare,56.63,242677,Insider,Social Engineering,Encryption,21,Medium,233.36,2020 & After,0.437
China,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50,Medium,165,Before 2020,0.536
Germany,2018,DDoS,Retail,80.85,148209,Insider,Weak Passwords,Antivirus,54,High,545.51,Before 2020,0.544
Japan,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61,Low,24.52,2020 & After,0.212
Russia,2023,Malware,IT,47.22,404004,Nation-state,Social Engineering,Encryption,58,Medium,116.88,2020 & After,0.445
UK,2018,Ransomware,Retail,28.98,981029,Nation-state,Weak Passwords,Antivirus,42,Low,29.54,Before 2020,0.566
France,2017,Malware,Telecommunications,96.63,389525,Unknown,Zero-day,Antivirus,32,High,248.07,Before 2020,0.736
India,2019,SQL Injection,IT,43.97,764974,Nation-state,Weak Passwords,VPN,18,Medium,57.48,Before 2020,0.57
India,2017,Man-in-the-Middle,Healthcare,91.4,621971,Nation-state,Weak Passwords,AI-based Detection,49,High,146.95,Before 2020,0.797
Brazil,2024,SQL Injection,IT,53.71,680584,Insider,Zero-day,AI-based Detection,5,Medium,78.92,2020 & After,0.595
China,2018,SQL Injection,Education,15.36,907858,Nation-state,Social Engineering,Encryption,47,Low,16.92,Before 2020,0.455
Russia,2021,SQL Injection,Banking,80.68,983047,Hacker Group,Unpatched Software,Antivirus,19,High,82.07,2020 & After,0.877
France,2015,Malware,Government,17.3,610049,Hacker Group,Social Engineering,AI-based Detection,37,Low,28.36,Before 2020,0.348
India,2021,SQL Injection,IT,52.16,100105,Unknown,Zero-day,Firewall,56,Medium,521.05,2020 & After,0.353
USA,2023,SQL Injection,Government,89.46,59398,Hacker Group,Zero-day,Antivirus,8,High,1506.11,2020 & After,0.561
USA,2023,Malware,Banking,35.91,91974,Hacker Group,Zero-day,AI-based Detection,41,Low,390.44,2020 & After,0.252
Brazil,2019,Ransomware,Healthcare,9.32,785564,Insider,Unpatched Software,Antivirus,70,Low,11.86,Before 2020,0.37
China,2023,Phishing,Banking,15.21,597516,Nation-state,Unpatched Software,Antivirus,15,Low,25.46,2020 & After,0.33
UK,2019,Ransomware,IT,17.98,799372,Hacker Group,Zero-day,AI-based Detection,14,Low,22.49,Before 2020,0.428
France,2018,SQL Injection,Banking,32.84,77096,Unknown,Weak Passwords,VPN,29,Low,425.96,Before 2020,0.228
Brazil,2023,Man-in-the-Middle,Retail,59.18,610786,Nation-state,Social Engineering,AI-based Detection,31,Medium,96.89,2020 & After,0.6
Japan,2021,SQL Injection,Telecommunications,28.33,667271,Insider,Weak Passwords,Firewall,22,Low,42.46,2020 & After,0.437
China,2023,Phishing,Banking,33.27,133315,Nation-state,Weak Passwords,AI-based Detection,25,Low,249.56,2020 & After,0.253
Brazil,2019,SQL Injection,Government,24.93,381105,Unknown,Weak Passwords,Encryption,3,Low,65.42,Before 2020,0.302
UK,2020,Ransomware,Banking,98.07,795120,Unknown,Social Engineering,Firewall,42,High,123.34,2020 & After,0.907
Russia,2017,SQL Injection,Healthcare,67.13,198285,Nation-state,Unpatched Software,Encryption,56,Medium,338.55,Before 2020,0.482
India,2023,DDoS,Government,34.46,580270,Unknown,Unpatched Software,Firewall,35,Low,59.39,2020 & After,0.439
UK,2018,Ransomware,Retail,45.67,277410,Hacker Group,Social Engineering,Firewall,42,Medium,164.63,Before 2020,0.385
Australia,2022,Man-in-the-Middle,Government,38.29,793946,Nation-state,Weak Passwords,Firewall,12,Low,48.23,2020 & After,0.547
Australia,2019,Ransomware,Banking,15.21,126770,Insider,Weak Passwords,Encryption,67,Low,119.98,Before 2020,0.142
Australia,2016,Phishing,IT,55.18,66776,Unknown,Zero-day,Encryption,29,Medium,826.34,Before 2020,0.358
China,2018,DDoS,Telecommunications,83.5,434797,Insider,Social Engineering,Antivirus,21,High,192.04,Before 2020,0.675
France,2024,SQL Injection,Retail,3.07,901137,Nation-state,Zero-day,Antivirus,10,Low,3.41,2020 & After,0.379
Australia,2020,Man-in-the-Middle,Banking,34.59,427407,Unknown,Unpatched Software,Encryption,47,Low,80.93,2020 & After,0.379
USA,2021,Phishing,Banking,28.75,959107,Unknown,Zero-day,Antivirus,35,Low,29.98,2020 & After,0.556
Russia,2017,Man-in-the-Middle,IT,55.23,12439,Nation-state,Weak Passwords,Firewall,20,Medium,4440.07,Before 2020,0.336
Germany,2021,Man-in-the-Middle,Banking,14.45,292854,Nation-state,Unpatched Software,AI-based Detection,14,Low,49.34,2020 & After,0.204
USA,2023,Malware,Banking,66.06,189116,Insider,Social Engineering,AI-based Detection,53,Medium,349.31,2020 & After,0.472
USA,2017,Phishing,Telecommunications,19.6,889404,Unknown,Weak Passwords,Firewall,60,Low,22.04,Before 2020,0.474
USA,2017,Man-in-the-Middle,Retail,58.98,566242,Nation-state,Social Engineering,VPN,63,Medium,104.16,Before 2020,0.58
Brazil,2015,SQL Injection,IT,86.67,694491,Unknown,Unpatched Software,Firewall,65,High,124.8,Before 2020,0.798
Australia,2015,DDoS,Education,51.54,297721,Nation-state,Weak Passwords,Antivirus,29,Medium,173.12,Before 2020,0.428
China,2024,SQL Injection,Education,13.61,394335,Unknown,Zero-day,Encryption,43,Low,34.51,2020 & After,0.239
Japan,2016,Man-in-the-Middle,IT,57.14,590262,Insider,Unpatched Software,Antivirus,15,Medium,96.8,Before 2020,0.579
Germany,2015,DDoS,IT,91.79,846200,Unknown,Social Engineering,AI-based Detection,26,High,108.47,Before 2020,0.889
Japan,2017,Phishing,Telecommunications,89.85,44385,Hacker Group,Weak Passwords,AI-based Detection,18,High,2024.33,Before 2020,0.557
UK,2021,Phishing,Banking,44.7,408446,Insider,Social Engineering,VPN,43,Medium,109.44,2020 & After,0.432
UK,2023,DDoS,Education,54,806965,Insider,Social Engineering,AI-based Detection,56,Medium,66.92,2020 & After,0.647
Russia,2018,Ransomware,Education,79.93,587346,Hacker Group,Social Engineering,Antivirus,39,Medium,136.09,Before 2020,0.715
Japan,2015,Phishing,Education,2.43,552342,Unknown,Zero-day,VPN,62,Low,4.4,Before 2020,0.236
France,2019,DDoS,Education,66.65,47104,Insider,Social Engineering,VPN,5,Medium,1414.95,Before 2020,0.419
USA,2016,DDoS,Retail,13.83,586557,Hacker Group,Social Engineering,AI-based Detection,37,Low,23.58,Before 2020,0.318
Russia,2017,Malware,Government,2.65,500857,Hacker Group,Zero-day,VPN,35,Low,5.29,Before 2020,0.216
USA,2022,Man-in-the-Middle,Banking,65.51,977913,Hacker Group,Weak Passwords,Antivirus,70,Medium,66.99,2020 & After,0.784
France,2021,Malware,Telecommunications,68.64,894858,Hacker Group,Social Engineering,Firewall,19,Medium,76.7,2020 & After,0.77
UK,2018,Man-in-the-Middle,IT,75.81,574089,Unknown,Unpatched Software,Firewall,32,Medium,132.05,Before 2020,0.685
USA,2015,DDoS,Healthcare,62.99,232622,Nation-state,Weak Passwords,Antivirus,33,Medium,270.78,Before 2020,0.471
India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43,High,98.05,Before 2020,0.907
Australia,2024,SQL Injection,IT,98.31,694333,Insider,Unpatched Software,VPN,48,High,141.59,2020 & After,0.868
India,2017,Ransomware,Government,38.87,968822,Nation-state,Weak Passwords,Antivirus,25,Low,40.12,Before 2020,0.621
Brazil,2015,DDoS,Banking,18.87,976838,Unknown,Weak Passwords,Firewall,65,Low,19.32,Before 2020,0.504
Australia,2019,DDoS,Education,54.63,22739,Insider,Unpatched Software,Firewall,44,Medium,2402.48,Before 2020,0.337
UK,2015,Man-in-the-Middle,Retail,7.92,657442,Nation-state,Social Engineering,Firewall,29,Low,12.05,Before 2020,0.311
Brazil,2018,Phishing,Education,57.59,257681,Nation-state,Zero-day,Antivirus,40,Medium,223.49,Before 2020,0.449
Japan,2021,Man-in-the-Middle,Retail,9.97,536471,Hacker Group,Weak Passwords,Encryption,72,Low,18.58,2020 & After,0.274
France,2015,Ransomware,IT,84.02,824619,Unknown,Social Engineering,Firewall,21,High,101.89,Before 2020,0.834
Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43,Medium,144.65,Before 2020,0.683
Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14,Medium,106.36,2020 & After,0.481
China,2021,Man-in-the-Middle,Telecommunications,66.61,596341,Insider,Weak Passwords,AI-based Detection,9,Medium,111.7,2020 & After,0.638
Brazil,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65,High,169.4,2020 & After,0.75
Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5,Medium,1945.96,Before 2020,0.269
Brazil,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24,Low,49.78,2020 & After,0.304
Japan,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72,Low,643.98,Before 2020,0.223
Australia,2015,Malware,Banking,8.24,242247,Insider,Social Engineering,Antivirus,29,Low,34.01,Before 2020,0.146
Brazil,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72,Low,92.64,2020 & After,0.356
Brazil,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21,Medium,84.45,2020 & After,0.722
Japan,2020,SQL Injection,Telecommunications,38.29,505831,Hacker Group,Social Engineering,Encryption,40,Low,75.7,2020 & After,0.432
Germany,2020,Malware,Government,32.59,743344,Insider,Zero-day,VPN,4,Low,43.84,2020 & After,0.493
China,2017,Phishing,Healthcare,70.4,651809,Unknown,Unpatched Software,Firewall,17,Medium,108.01,Before 2020,0.683
Brazil,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25,Low,37.58,2020 & After,0.525
Brazil,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56,High,848.95,Before 2020,0.549
UK,2016,SQL Injection,Telecommunications,98.39,836521,Insider,Weak Passwords,Firewall,19,High,117.62,Before 2020,0.925
Japan,2022,SQL Injection,Retail,43.73,392831,Nation-state,Weak Passwords,AI-based Detection,71,Medium,111.32,2020 & After,0.42
China,2015,Ransomware,Government,86.88,99312,Unknown,Zero-day,AI-based Detection,60,High,874.82,Before 2020,0.561
Japan,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20,Low,27.76,Before 2020,0.536
USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28,Low,27.88,Before 2020,0.535
Brazil,2016,Malware,Retail,76.81,670642,Unknown,Unpatched Software,AI-based Detection,10,Medium,114.53,Before 2020,0.729
USA,2016,Malware,Banking,36.2,194553,Hacker Group,Social Engineering,AI-based Detection,48,Low,186.07,Before 2020,0.295
China,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46,Medium,192.67,2020 & After,0.4
India,2019,DDoS,Banking,58.96,891815,Unknown,Weak Passwords,Antivirus,19,Medium,66.11,Before 2020,0.711
China,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16,High,581.5,2020 & After,0.656
UK,2016,Ransomware,Government,83.67,701152,Nation-state,Social Engineering,Firewall,53,High,119.33,Before 2020,0.783
USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28,Low,40.9,2020 & After,0.484
UK,2024,Man-in-the-Middle,Government,86.74,658712,Hacker Group,Unpatched Software,VPN,25,High,131.68,2020 & After,0.784
China,2022,DDoS,Retail,77.74,642501,Hacker Group,Zero-day,AI-based Detection,19,Medium,121,2020 & After,0.724
Australia,2017,Malware,Banking,92.65,817255,Hacker Group,Weak Passwords,Antivirus,62,High,113.37,Before 2020,0.883
China,2021,Ransomware,Government,5.96,92237,Nation-state,Weak Passwords,AI-based Detection,47,Low,64.62,2020 & After,0.073
Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58,Medium,428.37,2020 & After,0.464
India,2016,Man-in-the-Middle,IT,23.38,618125,Nation-state,Zero-day,VPN,16,Low,37.82,Before 2020,0.388
Australia,2021,Man-in-the-Middle,Banking,82.04,828293,Insider,Weak Passwords,Antivirus,64,High,99.05,2020 & After,0.824
Brazil,2017,Malware,Telecommunications,6.09,436100,Unknown,Zero-day,Encryption,12,Low,13.96,Before 2020,0.211
USA,2020,DDoS,Retail,14.12,787194,Unknown,Zero-day,VPN,51,Low,17.94,2020 & After,0.4
France,2021,Phishing,Retail,31.52,380086,Nation-state,Social Engineering,Encryption,65,Low,82.93,2020 & After,0.341
India,2024,Malware,Healthcare,13.74,330581,Unknown,Zero-day,AI-based Detection,54,Low,41.56,2020 & After,0.215
Australia,2017,SQL Injection,IT,99.99,672966,Hacker Group,Zero-day,Firewall,13,High,148.58,Before 2020,0.869
India,2022,Malware,Telecommunications,19.56,772330,Hacker Group,Unpatched Software,Encryption,20,Low,25.33,2020 & After,0.426
Japan,2018,Man-in-the-Middle,Telecommunications,81.61,255844,Insider,Unpatched Software,Encryption,8,High,318.98,Before 2020,0.592
Germany,2017,Ransomware,Government,80.7,107009,Nation-state,Social Engineering,Encryption,67,High,754.14,Before 2020,0.527
Japan,2020,SQL Injection,Retail,10.41,872095,Nation-state,Unpatched Software,Firewall,44,Low,11.94,2020 & After,0.411
France,2015,DDoS,Banking,85.36,50427,Hacker Group,Zero-day,Encryption,5,High,1692.74,Before 2020,0.532
USA,2017,Phishing,Retail,15.24,599197,Unknown,Zero-day,AI-based Detection,8,Low,25.43,Before 2020,0.331
Brazil,2022,Malware,Telecommunications,40.08,459643,Nation-state,Weak Passwords,Antivirus,10,Medium,87.2,2020 & After,0.424
China,2021,DDoS,Telecommunications,10.2,950257,Nation-state,Weak Passwords,AI-based Detection,61,Low,10.73,2020 & After,0.441
Australia,2022,Phishing,Healthcare,72.53,496317,Hacker Group,Weak Passwords,Antivirus,62,Medium,146.14,2020 & After,0.634
Brazil,2017,Man-in-the-Middle,Healthcare,96.36,596078,Hacker Group,Weak Passwords,Encryption,10,High,161.66,Before 2020,0.817
Brazil,2019,Ransomware,Banking,88.63,701522,Insider,Social Engineering,VPN,10,High,126.34,Before 2020,0.813
India,2015,Man-in-the-Middle,Healthcare,37.15,357124,Nation-state,Weak Passwords,Antivirus,31,Low,104.03,Before 2020,0.366
Germany,2022,SQL Injection,Government,47.92,112688,Nation-state,Social Engineering,VPN,15,Medium,425.24,2020 & After,0.333
India,2018,Phishing,Retail,14.46,743107,Hacker Group,Social Engineering,VPN,49,Low,19.46,Before 2020,0.384
India,2022,Man-in-the-Middle,Banking,32.47,947465,Unknown,Unpatched Software,AI-based Detection,69,Low,34.27,2020 & After,0.574
Japan,2019,Ransomware,Government,81.97,358572,Hacker Group,Weak Passwords,VPN,48,High,228.6,Before 2020,0.635
India,2024,Malware,IT,92.08,430701,Hacker Group,Unpatched Software,VPN,54,High,213.79,2020 & After,0.725
Russia,2021,DDoS,Banking,94.48,281900,Hacker Group,Zero-day,Antivirus,1,High,335.15,2020 & After,0.68
Australia,2021,Malware,IT,84.74,391257,Hacker Group,Zero-day,AI-based Detection,66,High,216.58,2020 & After,0.665
China,2019,Man-in-the-Middle,Banking,81.8,277875,Nation-state,Social Engineering,Antivirus,43,High,294.38,Before 2020,0.602
Japan,2015,DDoS,IT,33.27,207244,Hacker Group,Zero-day,Antivirus,38,Low,160.54,Before 2020,0.283
India,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20,Medium,227.65,Before 2020,0.519
Brazil,2023,Ransomware,Telecommunications,71.4,66852,Hacker Group,Weak Passwords,VPN,58,Medium,1068.03,2020 & After,0.455
China,2024,Ransomware,Telecommunications,67.47,54722,Nation-state,Social Engineering,Encryption,13,Medium,1232.96,2020 & After,0.427
Australia,2022,Phishing,Education,17.32,178951,Nation-state,Weak Passwords,Antivirus,26,Low,96.79,2020 & After,0.176
USA,2020,Ransomware,Healthcare,17.24,682791,Insider,Social Engineering,Encryption,44,Low,25.25,2020 & After,0.377
Russia,2016,SQL Injection,Education,17.05,888205,Nation-state,Weak Passwords,AI-based Detection,38,Low,19.2,Before 2020,0.458
France,2022,Phishing,IT,52.19,794901,Insider,Zero-day,VPN,26,Medium,65.66,2020 & After,0.631
France,2018,DDoS,Government,27.44,978683,Insider,Zero-day,VPN,35,Low,28.04,Before 2020,0.556
